ClientID,Years_In_Business,Annual_Revenue_INR_Cr,Loan_Outstanding_INR_Cr,Debt_to_Equity_Ratio,Interest_Coverage_Ratio,Current_Ratio,DPD_Instances_Last_12M,Credit_Rating_Score,New_Loan_Requests_Last_2Y,Collateral_Coverage_Pct,Business_Sector,Company_Size,Loan_Type,Repayment_Track,Geographic_Region
TAC004106,15.06,435.84,106.29,6.19,7.18,1.67,9.0,9.16,0,226.0,Manufacturing,Micro,Working Capital,NPA,West
TAC013586,29.9,1685.77,2.96,6.98,5.38,1.71,6.0,5.31,5,167.47,Retail,Micro,Working Capital,Excellent,West
TAC016016,19.42,617.11,327.72,5.65,1.76,1.14,1.0,6.04,5,257.68,Manufacturing,Medium,Working Capital,NPA,West
TAC016562,25.49,3469.52,225.39,5.15,11.69,1.04,2.0,9.42,1,110.35,IT,Medium,CC/OD,Excellent,South
TAC018536,15.29,762.26,95.83,5.43,10.4,2.39,7.0,10.0,5,124.03,Real Estate,Large,Project Finance,Good,West
TAC009084,12.73,575.34,330.57,6.8,0.5,0.4,0.0,4.43,8,240.75,Real Estate,Small,Working Capital,Good,Central
TAC009883,1.0,406.56,84.81,5.05,11.23,1.94,8.0,10.0,0,80.71,Retail,Large,Working Capital,Excellent,West
TAC015844,1.0,618.25,151.32,7.04,7.88,2.28,9.0,8.7,0,197.58,Services,Large,Term Loan,Satisfactory,Central
TAC016001,24.63,1705.42,64.0,4.95,9.09,1.61,9.0,7.77,6,123.49,Manufacturing,Small,Equipment Finance,Excellent,North
TAC009048,28.58,1904.6,30.72,,11.83,1.26,7.0,6.9,7,255.93,Infrastructure,Small,Term Loan,Watchlist,Central
TAC003549,16.94,566.26,340.4,4.71,1.7,0.3,3.0,4.97,5,191.81,Manufacturing,Medium,Term Loan,Excellent,West
TAC007430,1.0,646.89,92.66,4.13,12.82,1.94,7.0,10.0,3,143.77,Retail,Small,Equipment Finance,Watchlist,North
TAC008718,2.26,567.72,161.1,6.13,5.96,2.34,7.0,8.17,0,162.93,Manufacturing,Small,Term Loan,Satisfactory,West
TAC012313,39.97,2095.4,0.1,7.63,5.82,1.32,4.0,5.94,1,134.4,Manufacturing,Medium,Project Finance,Good,West
TAC015513,40.0,2297.33,40.66,6.12,6.39,0.3,4.0,6.31,6,130.51,IT,Large,Term Loan,Satisfactory,East
TAC016602,1.0,860.2,91.94,5.2,10.88,1.63,11.0,9.38,3,191.78,Infrastructure,Micro,CC/OD,Good,West
TAC016734,1.0,374.09,165.64,5.65,17.11,1.93,10.0,6.82,0,200.68,Manufacturing,Micro,Project Finance,Good,North
TAC009669,18.63,623.25,329.64,3.39,1.86,0.38,4.0,2.96,2,162.34,Services,Small,Working Capital,Satisfactory,West
TAC006878,1.63,526.22,89.51,6.62,9.57,1.86,8.0,8.28,0,188.43,Manufacturing,Medium,Equipment Finance,Satisfactory,East
TAC001529,26.65,1964.37,0.1,7.37,9.24,0.74,7.0,2.73,8,100.92,Services,Large,Term Loan,Satisfactory,North
TAC003046,1.0,3316.83,225.03,2.74,14.57,1.67,3.0,7.57,1,50.0,Services,Large,Project Finance,NPA,Central
TAC010180,18.69,362.61,120.83,4.95,9.85,2.57,12.0,6.08,4,193.21,Manufacturing,Medium,Working Capital,Satisfactory,North
TAC007681,17.71,3529.35,226.1,,13.01,2.14,1.0,10.0,2,85.82,FMCG,Large,Project Finance,Good,East
TAC010237,1.0,527.49,117.86,6.79,17.27,1.9,11.0,10.0,5,182.4,Services,Medium,Term Loan,Excellent,North
TAC010051,21.85,3182.55,270.29,4.34,,2.04,4.0,8.11,6,50.0,IT,Medium,Working Capital,Watchlist,South
TAC008690,1.0,591.18,170.75,5.63,6.07,2.66,5.0,7.0,2,56.12,Manufacturing,Micro,Working Capital,Good,West
TAC011301,1.0,586.59,123.62,4.24,7.2,1.2,9.0,9.23,4,167.79,Manufacturing,Micro,Equipment Finance,Watchlist,West
TAC009014,1.0,692.29,127.39,6.41,14.03,2.54,,8.6,3,139.02,FMCG,Micro,Project Finance,Satisfactory,Central
TAC005430,40.0,3578.99,228.34,1.64,13.76,0.57,3.0,5.89,5,136.6,Infrastructure,Small,Equipment Finance,Satisfactory,North
TAC018726,30.91,3477.14,265.15,,10.41,1.19,,8.61,4,160.37,Services,Medium,Project Finance,Good,South
TAC017086,40.0,1781.69,59.28,8.03,6.95,1.58,6.0,8.38,3,142.1,Services,Small,Project Finance,Excellent,South
TAC010131,1.0,500.17,130.67,6.32,3.5,0.96,11.0,8.99,0,132.44,Infrastructure,Large,Equipment Finance,Good,Central
TAC017058,1.0,289.34,63.3,4.87,9.44,2.24,8.0,10.0,0,213.48,Manufacturing,Small,Project Finance,Watchlist,North
TAC015720,32.03,2066.68,21.28,7.6,2.29,1.97,4.0,6.63,4,138.23,Services,Medium,Term Loan,Good,South
TAC016513,33.53,1807.08,0.1,9.53,0.5,1.34,4.0,1.0,0,99.76,Manufacturing,Small,CC/OD,Good,West
TAC001975,1.02,781.76,127.18,6.06,11.11,2.73,9.0,9.59,1,108.17,Healthcare,Large,Project Finance,Excellent,North
TAC007523,20.71,3246.43,185.21,3.91,10.01,1.99,2.0,8.74,3,131.93,Services,Medium,Working Capital,Good,North
TAC002903,1.0,313.72,129.94,3.38,8.92,0.51,8.0,8.56,2,204.32,Retail,Medium,Equipment Finance,Good,North
TAC002375,9.78,524.64,345.11,6.5,2.02,0.75,2.0,4.06,3,133.32,Retail,Micro,Project Finance,Excellent,Central
TAC012134,3.38,666.79,93.71,5.24,11.33,1.58,8.0,10.0,3,255.18,IT,Medium,Working Capital,Watchlist,West
TAC016615,31.71,463.58,267.57,5.34,,1.97,3.0,6.15,5,273.04,Services,Micro,Working Capital,,West
TAC016866,27.87,3487.29,229.15,4.63,14.14,2.85,1.0,5.96,0,56.44,Infrastructure,Medium,Project Finance,Excellent,North
TAC013890,1.0,465.74,317.64,5.61,4.21,0.76,2.0,3.13,8,234.49,Retail,Large,Project Finance,Excellent,North
TAC007799,6.02,440.47,128.27,3.69,9.39,1.85,6.0,10.0,0,284.15,Infrastructure,Medium,Term Loan,Good,Central
TAC006076,28.07,170.26,282.43,2.23,,0.3,4.0,6.56,4,98.76,Real Estate,Micro,Project Finance,Satisfactory,West
TAC001410,18.1,3492.9,232.34,3.57,17.41,1.45,2.0,10.0,0,128.51,Manufacturing,Micro,Term Loan,Good,North
TAC002207,20.86,808.63,341.23,3.7,8.21,0.73,3.0,4.2,4,246.07,Services,Medium,Working Capital,Watchlist,North
TAC001320,1.0,347.29,138.94,4.91,6.84,0.37,9.0,9.73,5,50.48,Real Estate,Small,Term Loan,Excellent,West
TAC007122,34.2,1577.42,16.16,5.43,3.95,2.33,5.0,2.78,3,172.38,Manufacturing,Small,Equipment Finance,Watchlist,West
TAC004371,11.23,3343.67,205.25,4.12,8.1,3.97,1.0,10.0,1,117.64,Retail,Medium,Term Loan,Excellent,Central
TAC002847,5.96,20.87,79.15,5.03,16.04,1.32,9.0,7.91,4,173.47,FMCG,Medium,Term Loan,Excellent,West
TAC005433,28.03,3500.19,255.41,2.67,9.63,1.91,3.0,8.73,1,110.9,Manufacturing,Micro,Working Capital,NPA,East
TAC003568,9.76,238.78,75.95,6.2,0.78,0.3,4.0,6.71,0,61.0,Services,Micro,CC/OD,NPA,West
TAC005181,18.37,3623.83,293.34,5.98,8.55,2.03,0.0,8.63,0,216.55,Healthcare,Large,Term Loan,Excellent,North
TAC013613,1.0,412.75,76.0,6.11,6.8,1.59,11.0,6.53,4,50.0,Retail,Small,Equipment Finance,Excellent,Central
TAC016077,6.4,361.27,98.82,9.32,10.37,1.05,9.0,7.58,4,124.22,Real Estate,Small,Project Finance,,South
TAC007834,1.0,346.3,81.92,3.77,12.24,1.97,9.0,9.85,3,163.89,Healthcare,Small,Working Capital,Satisfactory,North
TAC016484,19.15,700.04,295.45,6.95,9.97,0.55,4.0,7.86,3,217.5,Services,Small,Term Loan,Excellent,East
TAC003057,1.0,3549.27,209.19,3.7,10.72,1.15,,7.53,0,50.0,Manufacturing,Small,Term Loan,Satisfactory,South
TAC010444,25.63,706.15,94.66,5.64,1.39,0.3,3.0,4.92,1,159.88,Retail,Large,Term Loan,NPA,North
TAC007803,16.78,995.79,337.04,6.6,9.76,0.3,0.0,4.95,5,209.91,Real Estate,Micro,Working Capital,Satisfactory,Central
TAC015181,1.0,415.42,109.01,5.54,4.53,2.71,10.0,10.0,4,229.87,Manufacturing,Small,Equipment Finance,Satisfactory,South
TAC013942,1.0,179.76,102.12,6.76,2.59,2.0,6.0,8.02,1,112.23,IT,Small,CC/OD,Good,South
TAC000455,24.19,3293.27,277.48,3.8,11.77,1.76,2.0,6.73,3,50.0,Retail,Medium,Equipment Finance,Good,West
TAC013736,1.0,546.31,161.09,7.2,7.5,2.04,8.0,10.0,1,71.69,Manufacturing,Micro,Term Loan,Excellent,North
TAC018853,25.92,3337.24,235.37,5.51,13.93,2.49,1.0,10.0,1,182.34,Healthcare,Medium,Working Capital,Watchlist,West
TAC009132,7.72,472.48,141.49,5.53,6.36,2.28,11.0,8.46,5,140.78,Real Estate,Micro,CC/OD,NPA,East
TAC013107,15.02,380.04,289.9,7.07,6.56,0.83,2.0,8.84,4,157.46,Real Estate,Small,Term Loan,Satisfactory,North
TAC012079,23.78,562.57,0.1,8.91,5.84,3.12,1.0,4.55,1,213.93,Retail,Medium,Term Loan,Good,East
TAC011871,21.37,469.86,301.47,5.59,2.94,0.44,1.0,3.72,3,136.86,Services,Small,Term Loan,Excellent,South
TAC004080,24.5,577.32,56.64,6.85,2.67,1.32,0.0,6.11,2,176.2,Infrastructure,Micro,Working Capital,NPA,West
TAC010010,15.1,104.25,105.21,7.32,2.9,3.03,12.0,9.62,2,87.58,Manufacturing,Micro,Working Capital,Good,West
TAC010782,1.0,460.42,100.95,4.13,6.3,3.1,10.0,7.01,0,126.42,IT,Micro,Term Loan,Watchlist,East
TAC001658,14.14,510.73,335.55,8.59,2.43,1.28,0.0,2.31,5,233.64,Real Estate,Medium,Working Capital,Excellent,West
TAC006187,18.34,653.92,276.83,5.93,5.53,0.3,2.0,4.61,8,239.16,FMCG,Micro,Working Capital,Satisfactory,East
TAC005235,11.38,832.18,148.13,3.41,10.81,1.64,10.0,8.75,4,167.24,IT,Large,Equipment Finance,Watchlist,West
TAC008802,13.83,3519.02,214.21,1.82,8.92,2.07,0.0,7.49,0,108.96,Services,Large,CC/OD,Satisfactory,South
TAC000755,39.79,2075.48,5.38,7.03,6.9,0.53,6.0,6.25,0,211.75,Healthcare,Small,Term Loan,Good,East
TAC004288,13.73,823.48,341.97,8.01,5.74,1.15,1.0,3.39,3,257.54,Infrastructure,Small,Term Loan,Excellent,East
TAC016419,40.0,2215.24,1.81,6.85,5.02,1.14,6.0,5.97,4,50.0,IT,Medium,Working Capital,Excellent,North
TAC005019,14.79,181.67,92.15,5.92,6.21,1.45,9.0,8.28,0,50.0,FMCG,Micro,Project Finance,Good,West
TAC012453,3.32,610.87,156.65,3.98,9.21,0.42,10.0,5.59,3,132.26,Services,Medium,Project Finance,Watchlist,East
TAC008648,1.99,393.65,136.94,3.67,6.39,2.38,10.0,9.77,2,136.25,Services,Large,CC/OD,,South
TAC015032,1.0,354.93,69.8,1.89,10.71,2.12,11.0,8.28,2,93.68,Healthcare,Large,Working Capital,NPA,East
TAC005600,12.0,3229.73,251.89,3.23,15.56,0.57,1.0,6.74,3,70.12,Manufacturing,Large,CC/OD,Watchlist,South
TAC017858,3.09,598.95,140.27,8.51,9.82,1.35,8.0,10.0,0,181.99,Manufacturing,Small,Term Loan,Good,South
TAC002368,30.6,2104.07,20.05,8.27,8.58,1.79,1.0,2.99,2,113.15,Healthcare,Small,Equipment Finance,Good,West
TAC017138,1.0,603.38,155.22,7.35,9.0,1.75,11.0,7.72,4,188.27,FMCG,Small,Term Loan,Good,North
TAC018865,23.17,1847.26,33.52,6.13,3.38,0.3,6.0,5.35,1,82.38,Infrastructure,Micro,Working Capital,Excellent,South
TAC000822,23.84,3757.94,210.8,2.73,14.05,1.88,3.0,9.39,6,83.1,Real Estate,Medium,Term Loan,Good,West
TAC012614,13.5,259.81,125.86,1.36,3.04,1.25,7.0,8.49,2,72.73,Healthcare,Micro,Project Finance,Good,North
TAC009978,34.51,2027.44,88.75,7.47,7.18,1.1,8.0,5.25,3,67.32,Retail,Small,Term Loan,Satisfactory,Central
TAC006834,17.5,368.16,326.02,4.25,3.66,1.53,0.0,3.78,6,206.32,FMCG,Micro,CC/OD,Good,South
TAC013134,1.0,382.68,123.38,4.64,12.28,0.3,7.0,8.75,3,121.97,Manufacturing,Small,Working Capital,Excellent,East
TAC001021,12.12,500.04,100.56,5.16,6.94,2.52,9.0,8.86,5,84.3,Retail,Small,Term Loan,Excellent,Central
TAC002857,30.43,3478.41,232.8,5.15,18.11,4.18,0.0,9.1,0,50.0,Manufacturing,Large,Equipment Finance,Watchlist,Central
TAC010899,1.0,669.91,140.15,5.29,10.71,2.23,5.0,8.62,0,183.32,Manufacturing,Large,Equipment Finance,Good,Central
TAC003086,22.04,3602.56,196.63,3.04,14.38,2.17,4.0,5.46,3,166.66,IT,Medium,CC/OD,NPA,South
TAC008676,19.59,607.28,300.13,7.31,0.5,0.3,4.0,1.0,3,285.39,Real Estate,Large,Project Finance,NPA,Central
TAC000170,19.11,869.84,360.9,8.82,10.05,1.42,0.0,1.4,1,253.35,Real Estate,Large,Term Loan,Good,West
TAC008207,29.05,2035.36,75.13,5.57,2.87,0.64,9.0,6.68,6,126.42,Retail,Small,Term Loan,Excellent,Central
TAC010655,26.97,3398.09,211.94,1.73,11.89,0.75,3.0,8.32,2,212.36,Healthcare,Small,Project Finance,Good,South
TAC008916,8.79,528.45,299.82,4.23,3.34,0.3,6.0,2.54,2,267.34,IT,Small,Working Capital,Excellent,East
TAC006783,3.08,907.36,94.57,5.28,9.07,0.53,10.0,4.86,0,55.13,Real Estate,Medium,Project Finance,Satisfactory,Central
TAC006959,4.86,506.09,105.2,5.29,11.05,3.36,9.0,9.88,1,111.1,Manufacturing,Large,CC/OD,Watchlist,Central
TAC010462,16.23,2351.38,39.01,6.23,6.24,0.43,5.0,5.57,3,153.7,Manufacturing,Small,Working Capital,Excellent,West
TAC016589,3.73,302.49,145.75,5.51,10.67,1.33,6.0,8.6,1,241.04,Retail,Medium,CC/OD,Good,East
TAC001014,19.98,428.0,110.97,4.1,6.42,2.64,8.0,9.23,1,133.15,Manufacturing,Micro,Working Capital,Good,North
TAC009478,1.0,575.05,253.23,6.14,7.43,2.03,1.0,5.79,3,185.13,Manufacturing,Medium,Term Loan,Good,East
TAC016460,25.13,325.35,240.98,3.16,0.85,1.75,1.0,6.88,2,165.78,Services,Micro,Equipment Finance,Watchlist,Central
TAC012006,40.0,2224.78,49.31,9.11,6.71,1.06,6.0,7.1,2,174.85,Services,Micro,CC/OD,Good,North
TAC006506,25.61,500.55,100.41,8.05,1.68,1.91,0.0,4.61,1,50.0,Real Estate,Medium,Term Loan,Good,West
TAC011893,17.09,2432.2,0.1,6.11,11.69,1.4,5.0,6.19,2,143.63,Retail,Medium,Equipment Finance,Good,North
TAC007358,1.0,641.13,300.18,8.73,1.91,1.5,4.0,4.98,3,271.7,Manufacturing,Medium,CC/OD,NPA,Central
TAC008348,27.11,535.65,14.75,8.86,5.3,1.88,1.0,1.46,4,233.79,Healthcare,Medium,Term Loan,Satisfactory,South
TAC001261,22.47,694.9,337.21,3.05,9.48,0.85,5.0,5.68,5,258.3,Manufacturing,Micro,Equipment Finance,Excellent,South
TAC001474,16.12,3458.46,238.85,4.05,17.68,2.28,2.0,3.9,0,86.97,Manufacturing,Small,Working Capital,Good,South
TAC006978,16.12,386.65,149.81,3.41,4.69,1.97,12.0,10.0,3,69.56,Retail,Micro,Project Finance,Good,West
TAC006144,17.82,64.81,143.66,,10.5,0.3,10.0,6.88,0,113.95,Healthcare,Small,Term Loan,Good,Central
TAC003207,40.0,2239.97,11.02,9.73,9.01,0.3,3.0,6.76,5,259.22,Healthcare,Small,Term Loan,Good,West
TAC005239,22.18,2796.11,210.76,2.79,14.14,2.7,0.0,9.31,2,50.0,Real Estate,Medium,Term Loan,Satisfactory,Central
TAC000146,17.27,2231.84,34.95,8.11,8.28,0.3,5.0,2.75,3,223.23,Infrastructure,Small,Project Finance,Good,South
TAC002912,19.37,806.52,63.04,7.9,0.5,2.01,0.0,2.44,2,206.74,Retail,Large,Working Capital,Good,West
TAC007059,39.53,2207.06,30.07,6.95,6.07,0.63,4.0,1.0,5,221.14,Manufacturing,Medium,Project Finance,Good,West
TAC003263,1.6,718.24,88.93,6.2,12.97,1.94,7.0,10.0,0,147.89,Retail,Medium,Project Finance,Good,South
TAC008905,14.68,3620.66,242.76,3.9,9.8,1.6,3.0,7.03,2,50.0,FMCG,Micro,Working Capital,Good,South
TAC013153,9.77,733.34,143.06,2.12,11.72,2.5,10.0,5.85,2,175.97,Manufacturing,Large,Equipment Finance,Excellent,West
TAC005886,29.38,389.81,289.97,4.74,5.43,2.59,3.0,1.86,3,246.33,Infrastructure,Small,Term Loan,Good,Central
TAC012368,1.45,807.91,70.34,5.88,4.2,0.76,8.0,6.64,0,64.33,FMCG,Medium,Term Loan,Good,East
TAC015481,2.98,466.27,105.99,1.61,9.52,2.17,6.0,5.21,2,116.57,Retail,Medium,Term Loan,Good,West
TAC014854,19.39,1934.17,22.43,5.43,5.66,1.47,3.0,5.32,0,271.6,Infrastructure,Small,CC/OD,Satisfactory,North
TAC011506,7.87,577.41,111.04,4.75,10.26,0.72,8.0,7.97,1,152.48,Real Estate,Medium,Equipment Finance,,Central
TAC015187,11.39,297.56,102.75,5.64,13.41,1.67,12.0,10.0,1,233.64,Manufacturing,Medium,Term Loan,Satisfactory,East
TAC018472,40.0,3427.23,201.85,4.66,15.95,1.43,2.0,7.18,4,156.34,IT,Medium,CC/OD,Good,East
TAC014750,1.0,3586.47,236.81,6.08,10.38,2.13,0.0,7.37,5,143.89,IT,Micro,Equipment Finance,Good,East
TAC018272,6.61,640.91,125.14,3.07,10.79,1.07,10.0,9.98,1,183.11,Healthcare,Micro,CC/OD,,North
TAC011612,21.25,3449.06,244.63,3.67,10.12,1.06,1.0,10.0,2,59.51,Manufacturing,Medium,Project Finance,Good,Central
TAC013014,6.77,851.36,183.54,6.2,9.97,1.94,9.0,8.87,0,187.3,FMCG,Small,Term Loan,Excellent,East
TAC005331,12.03,3578.58,238.96,5.57,16.07,1.79,4.0,6.87,0,111.59,Services,Small,Term Loan,Good,East
TAC000557,12.56,3472.84,247.54,3.15,13.31,2.16,0.0,8.44,0,87.04,Infrastructure,Small,Working Capital,Good,North
TAC016690,7.37,542.06,165.07,5.28,11.99,1.96,10.0,10.0,2,210.94,Healthcare,Small,Term Loan,Good,West
TAC004234,22.8,1657.5,0.1,10.0,4.64,0.68,7.0,3.97,4,68.34,Infrastructure,Small,Term Loan,Good,North
TAC015389,9.77,337.84,163.86,3.8,4.98,1.06,4.0,7.21,0,159.51,Infrastructure,Large,Term Loan,Watchlist,South
TAC008659,1.0,566.39,133.75,6.84,9.49,0.99,11.0,8.31,4,212.44,Real Estate,Medium,Project Finance,Excellent,West
TAC000921,1.78,604.86,77.79,,5.83,1.55,,7.95,1,105.38,Infrastructure,Medium,Working Capital,Good,West
TAC008344,2.15,348.35,147.15,6.9,8.73,2.78,9.0,9.0,2,172.44,Manufacturing,Small,Working Capital,Watchlist,South
TAC009420,6.86,803.53,137.6,6.21,9.88,2.65,11.0,5.31,0,60.88,Retail,Small,Term Loan,Watchlist,South
TAC010240,18.43,603.61,297.99,6.04,2.44,1.44,0.0,3.43,7,168.17,Real Estate,Large,Project Finance,Satisfactory,East
TAC010458,11.29,3111.5,226.26,3.4,11.12,1.13,0.0,9.0,0,113.48,Manufacturing,Large,Term Loan,Satisfactory,East
TAC003146,9.83,3317.92,257.52,8.15,14.98,2.93,2.0,10.0,2,50.0,Services,Small,Working Capital,Good,North
TAC005242,5.71,733.1,68.8,,13.36,0.3,9.0,9.66,6,236.24,Infrastructure,Medium,Working Capital,Good,South
TAC018826,13.25,3539.8,249.34,1.88,14.24,2.12,4.0,5.1,2,50.0,Healthcare,Small,CC/OD,Good,West
TAC009658,1.0,207.25,155.44,6.95,10.08,0.9,9.0,10.0,1,92.31,Manufacturing,Medium,Term Loan,Watchlist,North
TAC016715,6.04,714.04,127.82,5.43,11.2,0.96,9.0,10.0,1,201.01,Real Estate,Small,Working Capital,Good,East
TAC018449,1.0,144.63,101.46,4.97,15.76,1.18,8.0,9.81,2,94.62,Retail,Small,Equipment Finance,Excellent,Central
TAC000657,23.35,607.08,4.79,9.19,1.04,1.84,0.0,5.83,1,197.83,Healthcare,Medium,Term Loan,Excellent,West
TAC007237,1.0,616.12,94.26,3.72,13.26,2.3,9.0,8.33,2,202.39,Manufacturing,Small,CC/OD,Excellent,North
TAC014891,19.29,3795.56,215.29,5.36,11.49,2.23,0.0,7.48,5,50.0,Retail,Small,Term Loan,NPA,South
TAC015108,3.39,692.84,290.68,6.6,5.97,0.3,4.0,8.08,8,195.97,Real Estate,Micro,Working Capital,Satisfactory,South
TAC004497,4.32,693.59,195.84,3.99,8.12,2.36,9.0,9.15,0,156.58,Manufacturing,Medium,Equipment Finance,Good,West
TAC003904,1.97,675.96,130.99,4.68,11.65,0.62,11.0,9.07,3,249.89,Healthcare,Small,Working Capital,Satisfactory,Central
TAC018868,18.31,465.12,178.5,3.72,11.95,0.88,8.0,10.0,4,145.72,Manufacturing,Micro,Working Capital,Good,East
TAC007995,1.0,782.76,318.54,4.47,10.06,0.3,2.0,5.03,0,186.61,IT,Large,Working Capital,Good,South
TAC014130,1.0,592.32,106.43,,7.95,1.68,12.0,10.0,1,137.35,Manufacturing,Small,Term Loan,Good,East
TAC016246,6.87,371.79,123.89,9.52,,1.81,9.0,8.97,3,104.13,Healthcare,Small,Term Loan,Good,Central
TAC017488,21.47,540.69,263.63,4.73,11.25,1.78,3.0,5.2,6,221.99,Retail,Micro,Project Finance,Satisfactory,West
TAC007634,21.57,2436.2,38.35,7.78,8.55,0.91,5.0,5.73,4,187.85,Manufacturing,Large,CC/OD,Excellent,Central
TAC009678,15.36,594.86,312.94,2.71,4.25,0.57,2.0,5.81,4,183.65,Retail,Large,CC/OD,Excellent,North
TAC004420,19.4,3128.62,238.43,3.31,14.91,2.41,2.0,7.12,1,161.72,Retail,Small,Project Finance,Excellent,East
TAC009888,25.27,3406.94,220.7,5.17,13.87,0.8,4.0,8.93,4,69.36,Healthcare,Micro,Working Capital,Satisfactory,South
TAC013603,28.65,770.25,40.97,8.49,4.15,1.4,2.0,4.24,0,166.98,Healthcare,Small,CC/OD,Good,East
TAC004280,16.29,685.44,299.28,5.82,5.68,0.94,2.0,6.89,1,109.38,Services,Small,Working Capital,Good,North
TAC003906,1.0,95.3,90.24,8.66,7.93,0.39,8.0,9.25,3,83.77,Manufacturing,Medium,Working Capital,Watchlist,North
TAC008079,40.0,1818.31,0.1,7.78,8.93,0.95,8.0,7.04,0,50.0,Retail,Micro,Working Capital,Good,East
TAC005884,21.22,446.65,132.49,4.13,17.24,1.85,10.0,9.27,6,120.45,Retail,Small,Project Finance,Good,North
TAC012578,28.44,348.21,89.05,8.16,0.5,0.36,2.0,5.6,2,83.82,Services,Micro,Project Finance,Good,South
TAC015005,10.87,657.27,332.33,4.45,4.66,0.85,4.0,4.95,5,188.56,Retail,Micro,Working Capital,Good,South
TAC001854,21.57,2048.62,40.62,5.25,2.66,1.95,6.0,5.18,5,82.95,Services,Micro,Equipment Finance,Excellent,Central
TAC010317,1.0,415.29,194.88,5.27,11.88,1.64,11.0,9.59,2,90.44,Real Estate,Large,Term Loan,Satisfactory,Central
TAC011545,22.61,509.09,153.48,4.93,9.11,3.09,9.0,6.17,6,129.32,Manufacturing,Small,CC/OD,Good,North
TAC002292,18.11,593.19,135.51,4.62,8.08,1.18,6.0,9.02,4,97.28,Real Estate,Large,Project Finance,Good,West
TAC008804,1.0,527.1,104.01,7.17,1.04,1.14,8.0,5.67,5,109.02,Manufacturing,Small,CC/OD,NPA,West
TAC018332,11.7,615.02,16.83,6.93,1.48,1.56,0.0,3.14,1,149.62,FMCG,Small,Equipment Finance,Excellent,East
TAC014766,33.97,2000.35,18.38,6.48,13.36,1.76,9.0,6.24,2,143.37,Manufacturing,Small,Project Finance,Good,West
TAC011820,1.0,732.98,116.07,6.69,12.12,1.66,8.0,8.11,0,244.15,Healthcare,Large,Term Loan,Satisfactory,West
TAC012772,14.78,3472.97,212.75,5.1,13.76,3.1,4.0,8.38,3,81.95,Services,Medium,Equipment Finance,Excellent,South
TAC014398,14.92,489.36,105.25,,8.37,1.94,9.0,9.48,0,94.41,Retail,Small,Working Capital,Satisfactory,North
TAC004937,17.52,200.65,304.69,5.25,3.04,0.92,0.0,4.22,6,212.78,Services,Medium,Term Loan,Excellent,East
TAC008180,13.75,869.32,82.57,4.33,10.5,1.87,11.0,7.2,1,75.96,Healthcare,Medium,Working Capital,Excellent,East
TAC008861,12.66,762.93,314.81,6.25,5.5,1.47,0.0,5.34,1,97.14,Manufacturing,Micro,Equipment Finance,Good,North
TAC003297,24.07,762.67,331.61,4.2,,0.51,1.0,7.05,3,115.81,Infrastructure,Medium,Term Loan,,West
TAC010272,29.74,3409.18,200.47,5.63,13.6,2.18,0.0,9.27,1,122.08,Manufacturing,Small,Working Capital,,South
TAC002198,21.56,375.54,24.92,5.78,0.5,1.0,0.0,4.71,0,138.5,Retail,Small,Project Finance,Good,East
TAC014113,27.94,2098.26,36.18,8.81,2.89,0.69,3.0,2.25,3,230.19,Services,Medium,Project Finance,Excellent,East
TAC008360,18.33,3348.08,265.25,4.78,14.16,3.01,0.0,6.79,3,50.0,Real Estate,Medium,Working Capital,Satisfactory,Central
TAC016474,13.44,524.11,317.82,6.39,2.51,0.49,2.0,5.03,2,298.97,Infrastructure,Medium,Term Loan,Good,East
TAC009958,4.17,2047.74,24.25,2.34,7.3,0.68,8.0,3.45,3,208.27,Infrastructure,Micro,Working Capital,Good,Central
TAC008643,36.54,1828.31,22.75,7.58,5.14,2.64,5.0,8.54,4,113.76,Services,Small,CC/OD,Satisfactory,North
TAC001342,25.63,3273.34,260.67,3.15,14.91,1.32,0.0,6.48,3,50.0,Retail,Medium,Working Capital,Excellent,East
TAC000711,8.78,402.33,166.23,5.79,7.89,1.81,9.0,6.72,5,133.51,Services,Medium,Project Finance,Excellent,West
TAC007290,22.4,3502.49,222.52,4.04,16.43,2.44,4.0,10.0,3,50.0,Real Estate,Medium,Working Capital,Excellent,North
TAC007823,1.0,567.66,180.07,7.41,6.71,2.5,9.0,9.89,2,149.01,Healthcare,Medium,Working Capital,Satisfactory,East
TAC017325,29.25,1959.45,9.77,9.08,2.18,1.35,7.0,8.12,3,206.99,Retail,Small,Working Capital,Good,East
TAC005286,8.33,3625.88,220.87,1.86,12.58,2.54,2.0,9.88,2,242.7,Retail,Large,Working Capital,Satisfactory,East
TAC002258,25.84,3471.59,222.71,4.65,16.35,2.84,0.0,8.65,0,289.2,Manufacturing,Large,Term Loan,Watchlist,South
TAC008717,1.0,479.23,92.79,5.5,13.15,1.07,11.0,10.0,0,166.49,Services,Micro,Equipment Finance,Excellent,Central
TAC002811,15.84,708.42,45.67,5.82,4.63,2.52,0.0,4.6,1,113.68,IT,Micro,Working Capital,Watchlist,North
TAC013213,13.42,617.53,142.39,5.26,9.64,1.04,8.0,8.66,4,94.85,Infrastructure,Small,Project Finance,Excellent,Central
TAC014040,21.77,542.0,248.71,4.67,2.98,0.3,0.0,4.99,7,300.0,Services,Medium,CC/OD,Satisfactory,Central
